id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19158517,Redesigned Lower Level Studio in Historic Building,54727125,Matt,,Lincoln Park,41.9135,-87.64316,Entire home/apt,125,2,127,10/18/2020,3.71,1,337
19161997,Awesome Lofted Room in the heart of Downtown!,13504796,Y,,Loop,41.88205,-87.6267,Private room,60,3,0,,,1,52
19181101,The Morning Room.Close To Everything+ParkingPermit,108250312,Andres,,Lake View,41.94887,-87.65037,Private room,83,1,45,2/15/2020,1.15,4,331
19182100,Downtown Luxury Meets Tranquility,134169199,Jesse,,West Town,41.89532,-87.64947,Entire home/apt,299,2,3,12/24/2017,0.08,1,90
19194773,West Town/Ukrainian Village/Wicker Park Abode,23415583,Jennifer,,West Town,41.9019,-87.68784,Entire home/apt,94,2,137,3/1/2020,3.87,1,0
19195727,Romantic Room. Safe.Fresh.Clean+ParkingPermits,108250312,Andres,,Lake View,41.95044,-87.64901,Private room,83,1,73,7/30/2020,1.78,4,327
19196148,First floor with private bedroom Ukrainian Village,134285327,Margaret,,West Town,41.89682,-87.67759,Private room,70,2,23,3/1/2020,0.56,2,0
19199419,Airy & Clean 2BR Apt.+ Free Covered Garage Parking,35781467,Ariel & Sona,,Portage Park,41.96748,-87.76879,Entire home/apt,104,1,141,9/27/2020,3.62,9,170
19208339,"Conveniently located, cozy 2 bedroom garden unit.",73228641,Martha,,West Town,41.91299,-87.68996,Entire home/apt,118,1,14,11/11/2019,0.44,1,178
19221071,"Full Apt in Old Town, walk to beach & LP Zoo",134535929,Reyna,,Near North Side,41.90523,-87.633,Private room,125,2,0,,,1,0
19242207,"Haddon Hideaway, a cozy room in a Landmark Cottage",134723134,Linda,,West Town,41.90264,-87.67537,Private room,50,2,134,3/14/2020,3.33,1,297
19242274,Beautiful Lincoln Park/ De Paul Complimentary Pkg,134707455,Jane,,Lincoln Park,41.91478,-87.65063,Entire home/apt,159,3,109,9/20/2020,2.69,1,146
19243410,Wrigley Field Grand Slam,126136948,Mark,,Lake View,41.94829,-87.65665,Shared room,300,2,4,9/10/2017,0.1,1,83
19245639,Sunny 1 BDR - Full of Plants - Logan Square area,1264800,Natalia,,Avondale,41.93351,-87.70001,Entire home/apt,139,5,153,3/6/2020,3.8,1,169
19246946,Charming Chinatown Home by McCormick★Downtown,17888170,MiLo And Chandra,,Armour Square,41.85364,-87.63777,Entire home/apt,167,2,140,3/8/2020,3.44,3,103
19249295,Double bed with private bathroom; easy city access,40226382,Catherine,,Edgewater,41.99538,-87.66278,Private room,50,1,2,9/22/2018,0.08,1,0
19263774,1 Room 1 bath E Rogers Park nr Evanston Lake & NU,1599090,Evelyn,,Rogers Park,42.02259,-87.66732,Private room,65,28,35,1/31/2020,0.89,1,179
19269442,Cozy Lincoln Square Studio,35304490,Sayora,,Lincoln Square,41.96865,-87.69567,Entire home/apt,75,1,63,5/25/2018,1.56,1,0
19283060,A modern space blocks from public transportation,21955427,Justin,,Near West Side,41.87161,-87.68528,Private room,39,1,239,10/5/2020,5.89,1,79
19285860,Luxurious Urban Oasis,135055128,Forrest/Laura,,Logan Square,41.91636,-87.70499,Entire home/apt,29,60,44,2/15/2020,1.09,1,0
19308810,The Victorian Room. 2Beds. ParkngPermts. Cubs Area,108250312,Andres,,Lake View,41.9484,-87.6491,Private room,83,1,50,3/15/2020,1.32,4,330
19376768,Roomy 1-Bed in the heart of Wrigley/Boystown!,19416515,Alloy,,Lake View,41.94539,-87.64749,Entire home/apt,120,1,8,11/13/2017,0.21,1,0
19399921,Lovely 3/2.5 duplex in Wicker Park area,19061917,Anne,,West Town,41.90224,-87.66364,Entire home/apt,399,3,13,6/23/2019,0.33,1,302
19412268,Say Aloha To Your Tropical Paradise Escape,4069585,Liz,,West Town,41.90813,-87.67536,Entire home/apt,650,30,78,3/30/2020,2.11,5,348
19414085,"Bright Spacious Flat w/ Fireplace, Outdoor Porch",209564,Ami,,Lake View,41.9454,-87.65478,Shared room,92,2,102,8/9/2020,2.52,4,88
19416779,Beautiful North Side Haven,30810272,Donna,,Avondale,41.94183,-87.72478,Private room,56,2,7,8/6/2018,0.18,1,89
19422982,DREAMY Downtown Penthouse,69264508,Joshua,,Near North Side,41.89571,-87.62693,Private room,178,2,42,7/5/2020,1.09,2,180
19424810,Stunning Retro Apartment in Andersonville,136186496,Jim,,Edgewater,41.98253,-87.67155,Entire home/apt,101,1,266,10/23/2020,6.63,2,128
19432136,The University of Chicago Hospital/Campus Room,12728248,Judy,,Hyde Park,41.79174,-87.59401,Private room,50,3,4,6/20/2019,0.15,3,22
19437851,Pilsen Gem,136277179,Jesus,,Lower West Side,41.85235,-87.66905,Entire home/apt,499,39,33,4/24/2018,0.82,3,0
19451443,Ukrainatopia,133779718,Grace,,West Town,41.89658,-87.67745,Entire home/apt,79,2,86,2/18/2020,2.2,1,2
19454398,Bridgeport Home,96350945,Patrick,,Bridgeport,41.84507,-87.64503,Entire home/apt,190,2,34,10/25/2019,0.84,1,270
19469209,"221 Room 2 Cozy, Nice Bedroom in Center Chinatown",7629653,Helen,,Armour Square,41.85174,-87.63322,Private room,25,1,139,9/11/2020,3.45,2,0
19469602,Urban Terrace @ Fulton House,56917234,Lara,,East Garfield Park,41.88737,-87.70615,Entire home/apt,113,1,109,10/18/2020,2.7,2,318
19474423,Entire Private Apartment (Duplex) by Chinatown,129327646,Roger,,Bridgeport,41.84544,-87.64066,Entire home/apt,65,2,244,3/13/2020,6.04,7,353
19483555,Private room on tree lined street in Lakeview,136739384,Suzanne,,Lake View,41.94819,-87.6516,Private room,55,30,9,5/9/2020,0.23,2,358
19486763,Private Studio by Chinatown (Duplex),129327646,Roger,,Bridgeport,41.84514,-87.63845,Entire home/apt,55,1,127,6/9/2019,3.13,7,0
19496735,"Comfy Retro Studio-sleeps 4, Private side entrance",136799638,Mike&Rodrigo,,Portage Park,41.95663,-87.76984,Private room,69,2,75,11/11/2019,1.86,1,0
19524021,50ft Sunseeker Yacht in River North,31618842,Dean,,Near North Side,41.90536,-87.65127,Entire home/apt,999,50,1,7/23/2019,0.07,2,89
19526921,Private apartment,52558282,Liz,,Uptown,41.97188,-87.66485,Entire home/apt,130,30,20,8/12/2019,0.5,1,121
19529540,Spacious Lakeview Condo,130604462,Taylor,,Lake View,41.93502,-87.63964,Entire home/apt,115,1,7,11/26/2017,0.19,1,0
19532918,Cozy quarters steps away from the lakefront,137194485,Kay,,Oakland,41.82328,-87.6,Entire home/apt,71,2,191,10/4/2020,4.74,1,3
19549132,Safe+Peaceful Lakeview. Your Secret Getaway,9094538,Nicole,,Lake View,41.93885,-87.6638,Entire home/apt,84,1,60,3/15/2020,1.48,37,109
19551521,Logan Square Portrait Room,2918510,Monica,,Logan Square,41.92336,-87.71629,Private room,104,2,18,10/19/2020,0.45,1,176
19554215,McCormick Convention - Condo Vacation Rentals,118125798,Jermaill,,Grand Boulevard,41.81707,-87.61059,Private room,94,1,39,10/23/2019,0.97,1,83
19571344,Inviting 4 Bedroom Duplex Next to Humboldt Park,21008290,Danny,,West Town,41.90376,-87.69757,Entire home/apt,153,1,84,10/11/2020,2.18,2,345
19574382,"Historic Old Town, Fabulous 4 Bedroom Home",33004,At Home Inn,,Lincoln Park,41.91344,-87.63936,Entire home/apt,295,4,35,7/21/2020,0.9,9,0
19585431,Vibrant and Stylish 4 Bed Condominium near Humboldt Park,137543685,Zach,,West Town,41.90451,-87.69584,Entire home/apt,128,1,95,10/19/2020,2.45,1,356
19586298,The Grotto of Logan Square,28354664,Benjamin,,Logan Square,41.93045,-87.69985,Entire home/apt,75,1,200,9/27/2020,4.95,1,159
19603887,Large Vintage Getaway,137833984,Madeline,,Lake View,41.94163,-87.64213,Entire home/apt,125,3,0,,,1,0
19604017,Cozy Vintage 1bdrm-Pilsen,136277179,Jesus,,Lower West Side,41.85126,-87.66905,Entire home/apt,499,2,49,6/26/2018,1.22,3,0
19610748,Entire Apartment. Spacious 2BDRM+Patio. Mins2Loop,137905570,Vanessa,,West Town,41.89272,-87.65976,Private room,103,1,180,10/17/2020,4.7,1,241
19619677,Historic Andersonville Coach House,135238399,Christina,,Edgewater,41.98555,-87.66464,Entire home/apt,195,2,38,2/17/2020,0.97,1,0
19624563,North Logan Luxury,138042929,Chioma,,Avondale,41.94073,-87.72611,Entire home/apt,275,2,2,9/17/2017,0.05,1,0
19625538,Trendy West Loop Brownstone with Front Garden,116406118,Coco,,Near West Side,41.8787,-87.66509,Entire home/apt,94,2,142,10/7/2020,3.67,1,325
19625944,"Cool, Clean, & Comfortable 2 Bedroom",47343301,Amber,,West Town,41.89728,-87.6736,Entire home/apt,120,2,32,8/5/2018,0.8,1,0
19643452,Large 1 bedroom with Private Bath,4404730,Kyle,,Lake View,41.93843,-87.64817,Private room,9999,80,2,8/8/2017,0.05,1,363
19658119,Millennium Park View Luxury Apartment,32541943,Demi,,Loop,41.88394,-87.6239,Private room,85,1,4,7/29/2017,0.1,1,0
19658989,ITALIAN garden apt/kids friendly/great location!!,125840045,Viviana,,Irving Park,41.9552,-87.73908,Entire home/apt,63,2,188,10/8/2020,4.78,1,352
19659523,Wicker Park 2 Bed/2.5 bath sleeps 6,99894346,Andrew,,West Town,41.90855,-87.66778,Entire home/apt,250,2,2,8/6/2017,0.05,1,0
19662762,Not Your Grandpa’s Basement- Bed + PRIVATEbath,10393547,Claire,,West Town,41.89884,-87.68577,Private room,44,3,69,8/19/2020,2.31,1,0
19672865,202 Chicago Andersonville Nice area Free wifi,127235673,Alex,,Edgewater,41.98532,-87.67212,Private room,42,1,39,10/1/2020,0.98,12,361
19693008,North Harbor Tower,129580849,Dennis,,Loop,41.88562,-87.61672,Entire home/apt,155,3,1,7/19/2017,0.03,1,0
19708099,2 Bedroom Apartment in the ❤️ Of Pilsen!,24953006,Marion,,Lower West Side,41.84927,-87.68582,Entire home/apt,116,2,48,9/7/2020,1.23,2,361
19719550,"Wicker Park - private room + bath, bfast included!",1815826,Hunter,,West Town,41.90654,-87.68921,Private room,45,1,202,6/18/2020,5.06,1,111
19720703,Pilsen Wonder,136277179,Jesus,,Lower West Side,41.85263,-87.66955,Entire home/apt,499,2,34,5/2/2018,0.85,3,90
19728643,Soaring Pristine &Spacious Duplex +Private Rooftop,209564,Ami,,Lake View,41.94558,-87.65598,Entire home/apt,291,2,111,10/4/2020,2.8,4,97
19730133,Lincoln Park/DePaul Garden Suite/CLOSE TO EXIT,139094281,Lynne,,Lincoln Park,41.91605,-87.65523,Private room,59,1,141,9/7/2020,3.53,3,51
19734070,Industrial Loft-style 2 Bedroom in Lincoln Park,138900678,Lennon,,Lincoln Park,41.91969,-87.64949,Entire home/apt,144,1,154,10/19/2020,3.94,1,330
19745504,Urban Retreat in West Town,481794,Jeff,,West Town,41.89105,-87.68258,Private room,54,14,52,10/1/2020,1.34,1,80
19747110,★Sanitized★Private★Dogs★Home Living★FREE Pkg★,122444924,Jamie,,Portage Park,41.95592,-87.77595,Entire home/apt,79,1,44,5/16/2020,1.38,1,317
19759186,Private Pool Paradise-Chicago Resort Home & Events,29420835,Be,,Mckinley Park,41.82621,-87.67455,Entire home/apt,333,3,88,10/23/2020,2.3,1,179
19761287,Our green and colorful Pilsen abode,7862875,Carissa,,Near West Side,41.86041,-87.66538,Entire home/apt,78,3,1,7/19/2017,0.03,1,0
19791085,Nice and spacious 2 bedroom apt Near Mc cormick,133759935,Tyre,,Douglas,41.82859,-87.61787,Entire home/apt,75,2,66,5/27/2019,1.67,2,0
19799074,South Loop Luxury Lofts,139765116,Jose,,Bridgeport,41.84081,-87.65976,Private room,102,2,2,9/18/2017,0.05,4,179
19812035,comfy BR in classy Ukr Vlg gem w/ full breakfast!!,8218275,Peter,,West Town,41.89644,-87.6897,Private room,37,2,95,10/18/2020,2.38,6,144
19840148,Modern Apartment in Wicker Park with Outdoor Space,140106140,Jonathan,,West Town,41.90962,-87.68498,Entire home/apt,117,1,131,9/10/2020,3.34,1,0
19840767,Exclusive modern room on tree lined st in Lakeview,136739384,Suzanne,,Lake View,41.94815,-87.65198,Private room,74,20,8,9/30/2020,0.2,2,225
19842149,Amazing Condo in Gorgeous Location w Free Parking!,140263872,Jennifer,,West Town,41.89855,-87.66278,Entire home/apt,84,2,50,3/4/2019,1.26,1,0
19845673,Gorgeous West Loop Condo!,140298294,Rohan,,Near West Side,41.88724,-87.64365,Entire home/apt,45,1,2,7/21/2017,0.05,1,0
19847846,"Spacious 1bd: Streeterville, Rooftop Pool!",12737000,Taylor,,Near North Side,41.89405,-87.62225,Entire home/apt,240,2,0,,,1,0
19856765,Urban Chic Apartment by the Magnificent Mile,10209853,Tatiana & Roupen,,Near North Side,41.89203,-87.62298,Entire home/apt,250,2,80,10/18/2020,2.03,2,216
19862408,Chicago R&R,91375620,Marcia,,Humboldt Park,41.89593,-87.72881,Private room,37,2,42,11/18/2019,1.32,1,0
19863764,Tree x Skyline Townhome - private rooftop/parking.,65788464,Theresa,,Near West Side,41.85994,-87.6457,Entire home/apt,159,3,46,9/22/2020,1.19,1,365
19877259,Relax with Family in a Luxury Chicago Single Family Home,17843517,Erik,,West Town,41.89794,-87.66387,Entire home/apt,480,3,36,10/18/2020,0.93,1,334
19891950,Cozy and Private Andersonville Retro Studio,62457364,Kate,,Edgewater,41.97629,-87.67026,Entire home/apt,75,3,246,9/20/2020,6.19,1,58
19914093,"Private, 2BR apt, 6 miles south of Downtwn Chgo",134446004,Ibi,,Englewood,41.76664,-87.64701,Entire home/apt,39,2,172,10/18/2020,4.69,1,310
19930442,Spacious Studio in OLD TOWN/GOLD COAST,47996971,Mike,,Near North Side,41.90554,-87.6325,Entire home/apt,168,3,7,10/28/2018,0.19,1,0
19931172,Large Home near O'hare,23384697,Alex,,Portage Park,41.95423,-87.78623,Entire home/apt,135,1,159,10/4/2020,4.05,2,340
19938614,Upscale Old Town Five Bedroom,33004,At Home Inn,,Lincoln Park,41.91155,-87.63735,Entire home/apt,375,4,41,10/4/2020,1.05,9,306
19944137,Pro Cleaned & Isolated West Loop Coach House ❤️,140919483,Mimi & Paul,,Near West Side,41.88304,-87.65889,Entire home/apt,123,1,177,10/7/2020,4.48,1,355
19946278,Cute and lovely 1 BR Hyde Park apartment,19575009,Yaniv,,Hyde Park,41.79114,-87.58697,Entire home/apt,43,7,0,,,1,0
19947248,Apartment in Portage Park,23384697,Alex,,Dunning,41.95543,-87.78675,Entire home/apt,78,1,125,10/3/2020,3.17,2,356
19947376,Spacious Vintage 3 BR in Chicago's NorthCenter!,141373153,Lins,,North Center,41.95624,-87.67945,Entire home/apt,120,2,89,9/7/2020,2.31,1,189
19949152,Adorable Wicker Park Apartment,1666010,Rachel,,West Town,41.90558,-87.68596,Entire home/apt,110,2,87,3/20/2020,2.22,1,201
19952090,Modern Graystone Apartment in Popular Foodie Neighborhood,2021885,Jason,,Logan Square,41.92162,-87.6981,Entire home/apt,179,2,41,10/13/2020,1.05,1,163
19952780,Come Together in This Vibrant Restored Mansion near Wrigley,23466594,Ana,,Uptown,41.96293,-87.65461,Entire home/apt,899,2,88,10/11/2020,2.24,1,322
19959804,Stylish Bohoemian Apartment,15691980,Jennifer,,West Town,41.91018,-87.69057,Private room,50,2,79,7/13/2020,2.02,1,179
19964022,Modern Apartment in Wicker Park / West Town,23216558,Paul,,West Town,41.90216,-87.66349,Entire home/apt,240,2,8,7/26/2019,0.21,1,80
19964263,Private Lincoln Park Bedroom/Bathroom Sophia room,147093889,Sophia,,Lincoln Park,41.9153,-87.65341,Private room,75,1,100,9/26/2020,2.55,1,75
19969586,Amazing 2 bedroom apartment on prime location,141601907,Emil,,Jefferson Park,41.97062,-87.7706,Entire home/apt,99,2,75,10/11/2020,1.91,1,178
19982288,Ravenswood Contemporary One Bedroom,63158338,Cathy,,Lincoln Square,41.97114,-87.67554,Entire home/apt,106,3,2,8/14/2017,0.05,1,0
19984762,Private bedroom in Lincoln Park/Caroline’s room,139094281,Lynne,,Lincoln Park,41.91482,-87.65318,Private room,59,1,94,3/15/2020,2.39,3,39
19985841,Admire the Iconic Chicago Skyline at a Wicker Park Penthouse,38111959,Joanna (Dba Blue Sky Home Rentals),,West Town,41.90185,-87.67026,Entire home/apt,300,1,53,9/22/2020,1.35,3,0
19986833,Urban studio in the upscale area of Chicago,102259745,Mar,,Near North Side,41.908,-87.65127,Entire home/apt,71,1,18,9/25/2017,0.46,1,0
19998637,Private Bedroom/ Lincoln Park/Daniel's room,139094281,Lynne,,Lincoln Park,41.91608,-87.65483,Private room,59,1,111,10/4/2020,2.83,3,90
20016599,Cozy 2 bedroom apartment up to 4 guests,142119943,Salvador & Adriana,,Brighton Park,41.81211,-87.71262,Entire home/apt,80,2,33,10/23/2019,0.85,1,64
20026411,Bright Bucktown 3 Bedroom Near the 606,70926675,Bob,,Logan Square,41.91552,-87.67276,Entire home/apt,114,1,110,9/13/2020,2.81,1,316
20031445,Affordable extended stay - everything you need!,5363019,Jessica,,Lincoln Park,41.93181,-87.6698,Private room,50,7,1,10/9/2017,0.03,2,0
20033899,Ravenswood Roost: A relaxing townhome private room,137396911,David,,Uptown,41.97232,-87.67399,Private room,67,1,115,3/20/2020,2.93,1,23
20036818,Convenient and Comfortable Logan Square Apt.(w/AC),137501409,Giovannie,,Logan Square,41.93116,-87.72122,Entire home/apt,60,1,148,10/5/2020,3.75,2,82
20046383,"Perfect for Lollapalooza, right next to the event!",50845988,Jesse,,Loop,41.88628,-87.62389,Entire home/apt,200,2,1,7/25/2017,0.03,1,0
20053035,Modern Chicago Loft with a Complimentary Garage Spot,117498144,Dasha & Owen,,Irving Park,41.94139,-87.73096,Entire home/apt,91,1,423,10/22/2020,10.84,4,332
20054600,Beautiful Condo w/ Skyline Views & Private Decks,38111959,Joanna (Dba Blue Sky Home Rentals),,West Town,41.90187,-87.67034,Entire home/apt,226,2,7,2/4/2020,0.34,3,0
20070634,Art Deco 1-BR/1-bath near Wrigley,9094538,Nicole,,Lake View,41.93963,-87.66375,Entire home/apt,99,2,16,7/21/2019,0.4,37,0
20076199,Hotel Perks - Private Bedroom | Private Bathroom,57387860,Freehand,,Near North Side,41.89235,-87.62732,Hotel room,90,5,89,10/18/2020,2.86,25,303
20120242,3 Level Wicker Park Home for 24 w/ 6 Car Garage,72470948,Tom,,West Town,41.91134,-87.66773,Entire home/apt,742,1,24,12/27/2019,0.64,4,325
20121438,Large Private bedroom south of UChicago Hyde Park,100179,Kenneth,,Woodlawn,41.78451,-87.61172,Private room,61,3,1,11/2/2017,0.03,9,76
20133959,Safe & Available for Last Minute Travelers,19800170,Deidre E S.O.,,West Ridge,42.00036,-87.68099,Private room,60,1,0,,,1,89
20134949,Upscale Lakeview Apt. in the Southport Corridor,85364675,Steve,,Lake View,41.94328,-87.66581,Entire home/apt,250,1,28,9/16/2019,0.72,1,0
20148895,Townhouse with Beautiful River View,11162257,Lisa,,Logan Square,41.93166,-87.68316,Entire home/apt,200,365,0,,,1,365
20165797,Exceptional 8 Bedroom Humboldt Park Duplex,21008290,Danny,,West Town,41.90533,-87.69666,Entire home/apt,435,1,21,8/10/2020,0.55,2,346
20165803,HIGH-END DOWNTOWN 1br/1ba Rooftop Hot Tub!,63313003,K,,Near North Side,41.89225,-87.62335,Entire home/apt,110,30,3,6/17/2019,0.1,29,90
20165817,"Sun-filled, huge Logan Square loft. LGBTQIA+ ally.",18692270,Julie,,West Town,41.91098,-87.69054,Entire home/apt,101,7,97,3/15/2020,2.55,1,0
20176345,South Loop Luxury Lofts,139765116,Jose,,Bridgeport,41.84117,-87.66095,Entire home/apt,100,2,33,2/17/2020,0.85,4,111
20181953,Family home in Old Town,42982894,Robert,,Near North Side,41.90799,-87.63844,Entire home/apt,200,1,4,10/29/2017,0.11,1,0
20192910,Historic Coach House 3 blocks from McCormick Place,13403961,Marcy,,Near South Side,41.85574,-87.62026,Entire home/apt,176,3,83,9/24/2020,2.18,1,4
20194893,Cozy spot in popular Pilsen; steps from CTA,67261839,Madeleine,,Lower West Side,41.85493,-87.67999,Entire home/apt,80,1,62,9/20/2020,1.62,1,21
20195126,"Cozy bedroom, near Blue line 'L' train",139926,Ryan&Rachel,,Irving Park,41.94787,-87.70324,Private room,48,1,4,10/20/2019,0.1,2,0
20208487,Lovely UofC  Prof mansion great on campus location,143937691,Caryl,,Hyde Park,41.79365,-87.59584,Private room,150,2,46,2/17/2020,1.18,5,287
20211131,Loyola Mid-Size Studio,71816766,Josh,,Rogers Park,41.99996,-87.6627,Entire home/apt,90,1,18,3/28/2018,0.46,4,52
20222363,"Private bedroom, near Blue line 'L' train",139926,Ryan&Rachel,,Irving Park,41.94901,-87.70458,Private room,48,1,3,10/15/2019,0.09,2,0
20227969,Historic campus home UofC Prof owned top location,143937691,Caryl,,Hyde Park,41.79462,-87.59637,Private room,150,2,40,9/23/2020,1.03,5,336
20230637,"Top location, sunny UofC Prof on campus home",143937691,Caryl,,Hyde Park,41.7933,-87.59787,Private room,131,2,43,9/26/2020,1.13,5,333
20235190,302 Sweet Sensation room Andersonville Free wifi,127235673,Alex,,Edgewater,41.98532,-87.67212,Private room,36,1,38,9/8/2020,0.97,12,354
20253418,2 BR/2 Bath condo with parking - walk to West Loop,19124798,Matt,,West Town,41.89275,-87.64948,Entire home/apt,140,1,5,11/8/2019,0.41,1,0
20264618,1  Private bedroom/bathroom available 2 beds,48027087,Jacqueline,,West Ridge,42.00815,-87.68882,Private room,56,2,20,11/29/2019,0.52,2,364
20286114,Prime Location. Across Street from U of C,119562761,Lulu,,Hyde Park,41.79557,-87.59907,Private room,45,1,66,12/6/2019,1.7,1,0
20286462,Great room with private bathroom,27232871,Fabio,,West Town,41.89853,-87.67019,Private room,53,1,103,10/17/2020,2.71,2,337
20294580,Pilsen Apartment for 4-6 people,47035703,Edwin,,Lower West Side,41.85419,-87.67475,Entire home/apt,150,2,104,10/10/2020,2.79,3,62
20306736,Spacious private bedroom/bathroom available 1 bed,48027087,Jacqueline,,West Ridge,42.00656,-87.68883,Private room,48,2,5,11/23/2019,0.3,2,36
20307202,"Full apartment two bedrooms, Wriggly village.",144853239,Yazzen,,Lake View,41.94982,-87.65841,Private room,65,1,0,,,1,0
20319676,"★2BR WICKER PARK★ Near groceries, train, nightlife",50234199,Ann,,West Town,41.90717,-87.66837,Entire home/apt,93,1,195,10/8/2020,5.1,1,33
20321651,Home away from Home,78843359,Zuly,,Greater Grand Crossing,41.75509,-87.60347,Entire home/apt,79,3,63,10/12/2020,1.71,3,88
20352994,2nd fl clean spacious ntflix 2bdr No pets no party,129049667,Carmen,,South Lawndale,41.84409,-87.72599,Entire home/apt,80,2,141,3/15/2020,3.73,1,0
20358249,"Deluxe Guest Home, Lakeview / Wrigleyville 3BD 2BA",117655306,Gerry,,Lake View,41.94461,-87.66092,Entire home/apt,136,2,122,10/4/2020,3.31,1,151
20359172,Palmer Square/606 trail. Armitage/Kedzie/Cortland.,126427813,Emery,,Logan Square,41.91648,-87.70697,Entire home/apt,85,3,77,7/13/2020,2.01,1,81
20360882,Historic campus house owned by U of C Prof,143937691,Caryl,,Hyde Park,41.79444,-87.59756,Private room,150,2,31,9/24/2020,0.82,5,336
20361494,"Edgewater, private, charming coach house 1 ( of 2)",40281169,Kate,,Edgewater,41.98482,-87.66074,Entire home/apt,100,2,38,10/6/2020,1.09,2,321
20378811,"*HEART of Wrigley 3 Bdrms*, 5min Walk to CTA Train",1597671,Naomi And JJ,,Lake View,41.94532,-87.65468,Entire home/apt,200,2,69,3/15/2020,1.78,3,36
20379044,Best Location-Southport Corridor,12090996,Jonathan,,Lake View,41.94845,-87.66699,Entire home/apt,163,2,117,9/27/2020,3.01,2,80
20379610,OHC Gorgeous Huge Studio Apt Steps to Blue Line,5228189,Matthew,,West Town,41.89617,-87.65621,Entire home/apt,67,1,166,10/10/2020,4.39,15,347
20381591,Beautiful Two Bedroom!,54646953,Ben,,Lake View,41.93971,-87.65672,Entire home/apt,108,2,113,9/20/2020,3.05,1,55
20404890,Wicker Park/Ukie Village Classic Chicago Greystone,51695662,Stephanie,,West Town,41.90114,-87.6798,Private room,45,1,130,12/30/2019,3.33,1,0
20406582,Cozy Apartment with Free Parking,8480922,Samuel,,Albany Park,41.96836,-87.70618,Entire home/apt,98,2,220,10/9/2020,5.91,4,151
20413421,The Buck Stop,87829262,Arlete,,Logan Square,41.92382,-87.68425,Entire home/apt,99,1,214,10/9/2020,5.6,1,147
20420859,Tri-Taylor/United Center/Med District/UIC/Pilsen,105754997,Sharon,,Near West Side,41.87114,-87.68361,Entire home/apt,72,2,114,3/10/2020,3,1,0
20425593,Midcentury Modern Lakeview 2 Bedroom Apartment,9265623,Phillip & Michelle,,Lake View,41.93476,-87.6504,Entire home/apt,400,1,75,9/28/2020,1.97,2,73
20427016,Humboldt Park House (no parties),38481821,William,,Humboldt Park,41.90758,-87.71192,Entire home/apt,87,2,180,10/18/2020,4.9,1,61
20438390,The Lodge,109145304,Shelby + Bob,,Rogers Park,42.00062,-87.66953,Entire home/apt,95,2,50,1/26/2020,1.29,1,19
20454596,Perfect Northside loc. Wrigley!! Free St Parking!,648385,Jaime And Michael,,Uptown,41.96229,-87.66529,Private room,73,2,20,9/22/2019,0.53,1,0
20456769,Joyful space at 606 running trail; home w/ Husky,77184578,Christine,,West Town,41.91333,-87.67725,Private room,38,1,4,3/15/2020,0.11,1,0
20457252,The Secret Stache,146033445,Dead Flowers,,Logan Square,41.92413,-87.69811,Entire home/apt,56,1,184,10/6/2020,4.82,1,119
20458572,Large City House Garage and Deck,25715675,Joyce,,Near West Side,41.87767,-87.67752,Entire home/apt,72,3,199,10/17/2020,5.2,3,70
20497895,Spacious Lakeview studio apt near Wrigley,146333051,Lloyd,,Lake View,41.95443,-87.67013,Entire home/apt,80,1,239,3/16/2020,6.25,1,4
20498813,Andersonville cozy 1 bedroom basement suite,146342995,Sue,,Edgewater,41.9803,-87.67178,Entire home/apt,89,1,117,3/15/2020,3.31,1,156
20501142,Executive Study Oasis,124307753,Aj,,South Shore,41.77033,-87.56801,Private room,22,1,36,9/7/2020,0.95,2,308
20503258,Modern Apartment  - Cleaned by Cleancio,68127227,Rocio,,West Town,41.90335,-87.66785,Entire home/apt,1200,32,0,,,1,66
20517017,The Avondale Adventure - 2BR / 1BA Condo,5121232,Lawrence,,Avondale,41.9362,-87.69761,Entire home/apt,75,1,99,10/21/2020,2.9,1,346
20524028,2 Bedroom Apartment by O'Hare/CTA/I90 Free Parking,64513360,Paul,,Norwood Park,41.97505,-87.78858,Entire home/apt,62,1,117,10/13/2020,5.06,1,72
20538542,Elite 2br+2ba Corner Apartment in River North!,63313003,K,,Near North Side,41.88907,-87.63296,Entire home/apt,183,30,0,,,29,90
20543019,Explore Hip Logan Square from a Modern Apartment,2069798,Afsha,,Logan Square,41.91482,-87.71207,Entire home/apt,124,1,145,9/20/2020,3.76,6,43
20554662,Bright and Modern Logan Square Condo,15286674,Emmy,,Logan Square,41.92625,-87.7027,Private room,108,2,3,11/19/2017,0.08,1,0
20555663,Gorgeous Logan Square - Private Bedroom #2,78695107,Kathy,,Logan Square,41.93037,-87.71838,Private room,29,1,84,8/26/2018,2.2,1,0
20586078,Sunny Logan Square Artists' home,15856079,Kyle,,Logan Square,41.92214,-87.72094,Entire home/apt,90,1,126,6/28/2020,3.3,1,235
20588561,VERY PRIVATE AND COZY APT. ONE BLOCK TO THE BEACH!,13479607,Kyle,,Rogers Park,42.00476,-87.6633,Entire home/apt,80,1,29,11/17/2019,0.76,1,0
20591362,Modern Bedroom in Vintage Apartment,20823027,Rich,,North Center,41.95268,-87.6779,Private room,70,1,22,8/23/2018,0.57,1,0
